label	x_lm_0	y_lm_0	x_lm_1	y_lm_1	x_lm_2	y_lm_2	x_lm_3	y_lm_3	x_lm_4	y_lm_4	x_lm_5	y_lm_5	x_lm_6	y_lm_6	x_lm_7	y_lm_7	x_lm_8	y_lm_8	x_lm_9	y_lm_9	x_lm_10	y_lm_10	x_lm_11	y_lm_11	x_lm_12	y_lm_12	x_lm_13	y_lm_13	x_lm_14	y_lm_14	x_lm_15	y_lm_15	x_lm_16	y_lm_16	x_lm_17	y_lm_17	x_lm_18	y_lm_18	x_lm_19	y_lm_19	x_lm_20	y_lm_20	x_lm_21	y_lm_21	x_lm_22	y_lm_22	x_lm_23	y_lm_23	x_lm_24	y_lm_24	x_lm_25	y_lm_25	x_lm_26	y_lm_26	x_lm_27	y_lm_27	x_lm_28	y_lm_28	x_lm_29	y_lm_29	x_lm_30	y_lm_30	x_lm_31	y_lm_31	x_lm_32	y_lm_32
arms_crossed_refusal	0.7043384314	0.4681117237	0.7134025097	0.4197554588	0.7210130095	0.4173560739	0.7278612852	0.4154168069	0.6863117814	0.424184382	0.6761462688	0.424977839	0.6667118669	0.426423341	0.7274146676	0.4318386018	0.6499189138	0.449578613	0.720875442	0.5070800185	0.6854519844	0.5151373744	0.815358758	0.7103248835	0.5758039951	0.7090839744	0.8804694414	0.9901151657	0.5663430095	1.014209032	0.8440532684	1.275299072	0.6143526435	1.258176565	0.8498466611	1.392573357	0.6128586531	1.353875875	0.8163958788	1.40046072	0.6438456774	1.337515831	0.8120476007	1.348122716	0.6477863193	1.299220324	0.8052287102	1.325268269	0.6341702342	1.339957237	0.7991259694	1.838780046	0.6348472238	1.862632275	0.7923236489	2.269036293	0.6272538304	2.321193695	0.79457587	2.345956564	0.6230663657	2.400787115	0.7692402601	2.403653145	0.6565121412	2.460587502
arms_crossed_refusal	0.7099484801	0.4756447375	0.7211814523	0.4261153042	0.7292984724	0.424338311	0.736994803	0.4227566719	0.6935790777	0.427410394	0.6829026937	0.426705122	0.672660768	0.4263931215	0.7392619848	0.4379630089	0.6561461091	0.445376277	0.7249091864	0.5166642666	0.6897460222	0.5198452473	0.8202846646	0.7163310647	0.5776282549	0.7053724527	0.8921173215	0.9871486425	0.5544883013	1.019258499	0.8722411394	1.240633249	0.625610292	1.235060096	0.8849942088	1.346116662	0.6279754639	1.327959895	0.8526595831	1.360655785	0.662740469	1.313074708	0.8457673192	1.31616497	0.6653341055	1.278604984	0.8026925921	1.330556512	0.6301497817	1.335494518	0.80293715	1.83737731	0.6380079985	1.843615055	0.7994550467	2.277839899	0.6345487833	2.304632425	0.8010348082	2.354435444	0.6308619976	2.385522127	0.7818542719	2.413391352	0.6650141478	2.443482876
arms_crossed_refusal	0.7369882464	0.453418225	0.7418009043	0.4052883089	0.7487999797	0.4039750397	0.7550230622	0.4035440981	0.7180646062	0.4095411599	0.7083027363	0.4107351005	0.6984444261	0.4134079516	0.7515736818	0.4292835295	0.6764303446	0.4429676533	0.7496598959	0.4975417256	0.7160996199	0.5036222935	0.8398302794	0.7158730626	0.5984589458	0.7072421312	0.9132943153	0.9945450425	0.5549100637	1.049685478	0.9068738818	1.285315514	0.6090756655	1.232435703	0.9187276959	1.398956656	0.6044415832	1.319732189	0.888043046	1.416258574	0.6361778378	1.306895614	0.8831111193	1.36482501	0.6410428286	1.273955941	0.8251034617	1.336171508	0.6500912309	1.343152642	0.8252161145	1.849053144	0.6578797698	1.853880286	0.8254370689	2.296568871	0.6574342847	2.325854063	0.8275672197	2.377447367	0.6546909809	2.411283255	0.80554533	2.426272869	0.6891886592	2.460829496
arms_crossed_refusal	0.4335355163	0.3437760472	0.4585226476	0.2370426804	0.4785466194	0.2345709205	0.4975879192	0.2315161824	0.388599813	0.2480498254	0.3642765582	0.2532392442	0.3444025517	0.2574598491	0.5301144719	0.2616358995	0.3144747913	0.2947470844	0.4753906727	0.4353550375	0.3979474902	0.4500402808	0.6630444527	0.720574379	0.194255054	0.7608140707	0.7321304083	1.343146563	0.1950194538	1.432035685	0.6715912223	1.149121046	0.1733077168	1.768241405	0.6768833399	1.090671539	0.1412479281	1.900685072	0.612036705	0.9938732386	0.1812338978	1.885783553	0.5898971558	1.01924789	0.2027592659	1.834286809	0.6318267584	1.723487496	0.3342645466	1.754437804	0.6452118158	2.586536884	0.3806243837	2.635149717	0.6543300748	3.279923201	0.379845649	3.331493855	0.6577917337	3.406060696	0.3721490502	3.450987339	0.642305851	3.523416758	0.455260098	3.580253839
wiping_table	0.4299203753	0.290476352	0.4617520273	0.1890022308	0.4843024313	0.1877467483	0.5038689375	0.1858609915	0.3915167451	0.1959517002	0.3699509501	0.2003280669	0.3528949022	0.2047915757	0.5368198752	0.2199285328	0.3250146508	0.2476421148	0.4792449474	0.3821620941	0.3963526189	0.3867278695	0.677182138	0.7040282488	0.2142249644	0.7240464687	0.7453645468	1.331661701	0.1698514521	1.380751371	0.5957411528	0.9634040594	0.1282599866	1.653749704	0.6408524513	0.9476599693	0.09107313305	1.782227278	0.5765250921	0.8025000095	0.1289228946	1.762966633	0.57764256	0.8534452915	0.1520274431	1.711342692	0.6303123236	1.69072032	0.3291166425	1.706331372	0.6364048719	2.525276423	0.3670140505	2.547158241	0.6335168481	3.223578215	0.3656097353	3.251908064	0.6362073421	3.35418272	0.360425204	3.350660086	0.6105381846	3.478400707	0.4211797714	3.496783733
folding_clothes_motion	0.433955282	0.2916379869	0.4666081071	0.190297842	0.4888251424	0.1888159215	0.5080720186	0.1867555678	0.396406889	0.196936667	0.3739148974	0.2006612718	0.3563821912	0.2042284012	0.5406159759	0.2208593339	0.3291202486	0.2431415915	0.4826807082	0.3838658631	0.3989365101	0.3857429028	0.6796354055	0.7092497945	0.2196059227	0.7204418778	0.7490964532	1.341452479	0.1717397422	1.376168251	0.6512299776	1.115052104	0.1548144966	1.646935582	0.6602877975	1.063765645	0.1313060224	1.768523097	0.6306940317	1.049740076	0.164622128	1.743947864	0.6143409014	1.059394002	0.1839684099	1.696686506	0.6382167339	1.724404931	0.3347665668	1.740376234	0.6589388847	2.583827972	0.3878318667	2.619637966	0.6672471166	3.287881851	0.39335531	3.340376854	0.6702497602	3.41100812	0.3847894967	3.457336664	0.6563133001	3.530346394	0.4637180269	3.589034319
folding_clothes_motion	0.4394490719	0.3003811538	0.4697288871	0.1965971142	0.4919740558	0.1942614466	0.5120173693	0.1912582219	0.3987848461	0.2066094875	0.3760891855	0.2114976645	0.358743012	0.2162743211	0.5477665067	0.2232334316	0.3318912387	0.257882297	0.4869978428	0.3937565982	0.404853195	0.4022312462	0.6834657788	0.7130994797	0.2149557173	0.7441340089	0.7413080931	1.35596776	0.1815833002	1.428029418	0.6645678878	1.356073976	0.1605876088	1.612719059	0.6805819869	1.383862853	0.13300547	1.704423666	0.6497262716	1.349545598	0.1668843031	1.654164076	0.6307956576	1.339828372	0.1886502802	1.61877954	0.6393656731	1.719909549	0.333219707	1.739863396	0.6600722075	2.585933685	0.3820727468	2.616441965	0.66620332	3.268997192	0.3889279068	3.310551882	0.6709988713	3.386418581	0.3875493109	3.422597885	0.6511335969	3.520570517	0.4489768445	3.569707632
carrying_laundry	0.4400524497	0.2974769175	0.4708427489	0.195682168	0.4933351576	0.194527179	0.5127086639	0.1930061132	0.4028226435	0.2036927789	0.3804773688	0.2074964345	0.3620795608	0.2107955515	0.5452312231	0.2272144705	0.3349789381	0.2507354021	0.4859918058	0.3855508268	0.4046148658	0.3881290555	0.6816962361	0.7167447209	0.2169490606	0.7274864912	0.7428051233	1.342485666	0.1862899512	1.383008957	0.5747133493	0.9402860999	0.1596561223	1.790679932	0.6202983856	1.095054507	0.1289285719	1.936282635	0.603367269	1.056299448	0.1699582785	1.931150198	0.5915048122	1.070299149	0.1908099651	1.873754859	0.6366969347	1.718048811	0.3346273303	1.734367728	0.6532159448	2.5725317	0.3761853874	2.593021393	0.6706667542	3.268318415	0.3934093118	3.294626236	0.6794639826	3.389297724	0.3882793486	3.407413721	0.6493685246	3.512729883	0.4605667591	3.547930479
wiping_table	0.4330368042	0.3048572242	0.4630926549	0.2007947564	0.4856841564	0.1998351812	0.5046352744	0.1979759037	0.3883418739	0.2107074708	0.3664373755	0.2162000239	0.3488070369	0.221280098	0.5384784341	0.2289747596	0.318646431	0.2664816082	0.4805397093	0.4019944966	0.3958916068	0.4148733914	0.6714171171	0.6712521315	0.2188936025	0.7247081995	0.7113395929	1.154320836	0.187585026	1.359909654	0.6367178559	0.8261032701	0.2056950331	1.554938793	0.6396238208	0.7373514771	0.1708911806	1.678103685	0.6272307634	0.6958761811	0.2168767005	1.673545361	0.6101052165	0.7418399453	0.2415538281	1.624389648	0.6296256781	1.605809927	0.327296108	1.635618567	0.65169245	2.426791668	0.3900229633	2.489213705	0.6595697999	3.072834969	0.3934157491	3.191498041	0.662119329	3.175762177	0.3837323189	3.301431179	0.6488307118	3.320022583	0.4668539464	3.436121941
idle_standing	0.4380915761	0.2918378413	0.4667912424	0.1898197979	0.4893833995	0.1890719682	0.5088717937	0.1877824217	0.3917159438	0.2003430426	0.3681954145	0.2068833858	0.3500668406	0.2127338797	0.5452794433	0.2211107612	0.3199175298	0.2630486488	0.4847464561	0.392896533	0.4004952013	0.4087522626	0.6724017859	0.6714763641	0.2197178304	0.7210594416	0.7169183493	1.170560718	0.1893258989	1.319739819	0.6467956901	0.8723513484	0.2020492852	1.615566373	0.651702106	0.7775738835	0.1673575938	1.753292203	0.6403974295	0.7419506311	0.2086013108	1.752027869	0.6209970713	0.7892405987	0.2317712605	1.699130893	0.630431354	1.602936983	0.3250210285	1.635854959	0.6580160856	2.414297581	0.3898119032	2.485790491	0.6824442148	3.11136651	0.4062817991	3.203388453	0.6896989346	3.220642328	0.4039536417	3.316664219	0.6629474759	3.355926275	0.4716819227	3.44756937
slouching	0.4417690635	0.2850344181	0.471155256	0.1802249551	0.4931386113	0.1786454916	0.5126396418	0.176457718	0.3947728276	0.1960226744	0.3704709709	0.2031781673	0.3517240882	0.2092271	0.5489453077	0.2075070739	0.3204069436	0.2557872236	0.4874174595	0.3891294599	0.4024685323	0.4053177238	0.672506392	0.6421415806	0.2202195823	0.6993246078	0.7591350675	1.196493745	0.1792070419	1.256857872	0.7663618326	1.532146931	0.1519352198	1.678009391	0.8022383451	1.643156648	0.1145690531	1.834956884	0.7613934278	1.642772436	0.1667405069	1.844060779	0.732655108	1.606526017	0.1945510209	1.787944555	0.6238455176	1.57915771	0.3258547187	1.603921175	0.6557529569	2.383073092	0.3922187984	2.438370943	0.6744576693	3.012145281	0.408608675	3.12274313	0.6791468859	3.105563641	0.4067756534	3.23012352	0.6600654721	3.265680313	0.4592405856	3.365320444
picking_up_items	0.4413656592	0.2808433175	0.4723443389	0.1786205471	0.4946579933	0.1770919561	0.5140558481	0.1751277447	0.3955278993	0.1926027685	0.3715272248	0.1981159896	0.3523222804	0.2026491016	0.5512022972	0.2081209868	0.3206466138	0.2444500178	0.487420857	0.3870470822	0.4027075768	0.4007483125	0.6724658012	0.6436732411	0.2155724764	0.6993950605	0.7732464671	1.198378444	0.1554902494	1.273770452	0.7387532592	1.352743149	0.1510449201	1.702394485	0.7604928017	1.414989233	0.1237003803	1.840588331	0.7257947922	1.408640742	0.1774879843	1.821751714	0.7020674944	1.392363429	0.2028653622	1.771140337	0.6337010264	1.593838811	0.3239476979	1.631572843	0.676104784	2.426093102	0.4005448222	2.477039814	0.7022897601	3.062004328	0.4203003347	3.174391031	0.7071939707	3.160786152	0.420398891	3.280968666	0.6847005486	3.322812557	0.4720080495	3.430315495
folding_clothes_motion	0.4405046105	0.2696565688	0.4722403884	0.1682879627	0.494692564	0.1668992937	0.5141230822	0.165109396	0.3933931887	0.1811449677	0.3695049882	0.1861047149	0.3505014479	0.1931042075	0.5524621606	0.2012594789	0.3188920617	0.2401250899	0.4879902899	0.3818904459	0.4018057883	0.39812994	0.6811975241	0.6479843259	0.2146133631	0.7020890713	0.7553945184	1.214185476	0.156149596	1.341785312	0.6969143152	1.313743472	0.1291658729	1.593707919	0.7085653543	1.364003778	0.09317635	1.680424452	0.6807335019	1.35241127	0.1327939332	1.637083292	0.6602419615	1.335006952	0.1605460942	1.604021311	0.6404595971	1.611403108	0.3276144564	1.646345973	0.6804788709	2.44405508	0.4086930752	2.514252424	0.7018072009	3.086638689	0.4267036319	3.205859423	0.7064127326	3.18547368	0.4292776585	3.313714027	0.6761301756	3.35447216	0.471155107	3.462625027
slouching	0.4404441416	0.2700357139	0.4721466005	0.1688051671	0.4944724143	0.1672914773	0.5139937401	0.1653175205	0.3933336437	0.1815391779	0.369464457	0.1865340769	0.3504628539	0.19337219	0.5523194075	0.2013758272	0.3188693523	0.2408247441	0.4879336357	0.3817478716	0.4017411768	0.3971775174	0.6811245084	0.6495888233	0.2146045864	0.7025359869	0.7457820773	1.222572684	0.1569972038	1.348027587	0.6926072836	1.279316783	0.1334353089	1.601479888	0.7047476768	1.309017539	0.09897307307	1.688541889	0.6775403023	1.295880914	0.138843745	1.661024094	0.6576613784	1.2872293	0.1645377427	1.626340032	0.6382517219	1.610026002	0.3275025487	1.643827319	0.6630115509	2.440896273	0.3979791105	2.507717609	0.6784771085	3.092427492	0.4106168151	3.200984001	0.6852924824	3.195349693	0.4083485007	3.305969	0.6462338567	3.354765415	0.4622178078	3.456824303
no_pose	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
carrying_laundry	0.4364933372	0.2754264474	0.470120281	0.1739577651	0.4930438399	0.1733220369	0.5137498975	0.1714561582	0.3919528425	0.1823208332	0.3686230481	0.186762467	0.3487365842	0.1921240091	0.5497480035	0.2056667507	0.315992564	0.239893198	0.485440433	0.3866405785	0.3970404863	0.3948048055	0.6747521162	0.6843313575	0.2057787627	0.7116753459	0.7926897407	1.328342557	0.1534874737	1.371977448	0.7441174984	1.571949124	0.1178288087	1.740194082	0.7652181387	1.662894368	0.08832092583	1.90510118	0.7240857482	1.648572683	0.1281759441	1.901312947	0.701970458	1.613998532	0.1539998055	1.840289354	0.6243214607	1.680561781	0.3195958734	1.705355883	0.6469729543	2.546341181	0.3685557246	2.608291149	0.6368844509	3.266934633	0.3737172484	3.335787535	0.6377817988	3.383413792	0.3670312166	3.452185392	0.608941257	3.539616108	0.4349768162	3.61328125
arms_crossed_refusal	0.6160176992	0.6043964028	0.6251695156	0.5500247478	0.6342374682	0.544996202	0.6436187029	0.5411679745	0.5999639034	0.5643977523	0.5930710435	0.569177568	0.5860700607	0.5739712119	0.6572744846	0.5649160743	0.5870445967	0.5982679725	0.6434833407	0.645499289	0.6093822718	0.666551888	0.7720679641	0.8246792555	0.5217984915	0.8817305565	0.8557885289	1.044389367	0.4919017255	1.218732476	0.8634234667	1.392059803	0.4809122086	1.437230468	0.8856270909	1.498900652	0.4587058425	1.516974926	0.8486722112	1.525448322	0.4851313531	1.518678904	0.8388552666	1.481344223	0.4968768656	1.485742331	0.7510570288	1.448166251	0.5834944248	1.465173483	0.7519788742	1.977900028	0.5937470198	1.975987792	0.7520795465	2.410676003	0.5934947133	2.42556715	0.7557987571	2.48642087	0.5875250697	2.497688055	0.7299597859	2.541530609	0.6284106374	2.562618256
wiping_table	0.4900713563	0.7611117959	0.5174806118	0.661262095	0.5381106138	0.6622365117	0.5578876734	0.6646330953	0.4440469146	0.6603221297	0.4169710279	0.6613019705	0.3931357265	0.664547205	0.5842694044	0.6976143122	0.3628899455	0.7089591026	0.5281432867	0.8485251665	0.4501784444	0.857177794	0.684951663	1.118746281	0.2433847636	1.151025772	0.711501956	1.695534229	0.1734891832	1.769060254	0.7141410708	2.009360552	0.1873037517	2.232720852	0.7470678091	2.10683322	0.1640034467	2.392310143	0.7178885937	2.121797562	0.2009547204	2.401349783	0.6932175756	2.094839334	0.2183069289	2.34475565	0.6335542798	2.196732998	0.3529168665	2.229554176	0.6289907694	3.005119562	0.3797647357	3.049199104	0.6151498556	3.778410196	0.3722722828	3.807405949	0.6163951159	3.894433975	0.3676526248	3.921467066	0.5945445299	4.066078663	0.4260842204	4.087978363
folding_clothes_motion	0.4881592691	0.7577633262	0.5137344599	0.6581058502	0.5346312523	0.6592417955	0.5533214808	0.6610181332	0.4431299567	0.6589636207	0.4167656004	0.6615828872	0.393330127	0.6663177609	0.5790504217	0.6970155835	0.3643856645	0.7093622088	0.5274753571	0.8476173282	0.4497738481	0.8546518683	0.6691274643	1.130499363	0.2533542216	1.137883425	0.6526923776	1.562277198	0.1652761847	1.670424104	0.6097644567	1.560984135	0.1767016053	1.8452003	0.6061381698	1.576275826	0.1592367589	1.914249539	0.6075586081	1.563006282	0.1811107993	1.885387897	0.5963090062	1.569713712	0.1971590519	1.869905949	0.6086052656	2.192345619	0.3473579288	2.214404106	0.5961974859	2.789469004	0.3677383959	2.849910259	0.5649834871	3.565160036	0.3560675085	3.558784962	0.5593881607	3.682804346	0.3446222246	3.700603247	0.5456896424	3.847473145	0.4006784856	3.796722651
